,t,n_start,n_end,weight,active
9507,t4754,n3741,n4755,0,1
9508,t4754,n1584,n4755,0,1
9509,t4755,n2665,n4756,0,1
9510,t4755,n2993,n4756,0,1
9511,t4756,n396,n4757,0,1
9512,t4756,n51,n4757,0,1
9513,t4757,n1125,n4758,0,1
9514,t4757,n1397,n4758,0,1
9515,t4758,n2144,n4759,0,1
9516,t4758,n1159,n4759,0,1
9517,t4759,n181,n4760,0,1
9518,t4759,n1162,n4760,0,1
9519,t4760,n2948,n4761,0,1
9520,t4760,n88,n4761,0,1
9521,t4761,n3210,n4762,0,1
9522,t4761,n2968,n4762,0,1
9523,t4762,n1860,n4763,0,1
9524,t4762,n609,n4763,0,1
9525,t4763,n706,n4764,0,1
9526,t4763,n600,n4764,0,1
9527,t4764,n899,n4765,0,1
9528,t4764,n377,n4765,0,1
9529,t4765,n265,n4766,0,1
9530,t4765,n762,n4766,0,1
9531,t4766,n69,n4767,0,1
9532,t4766,n20,n4767,0,1
9533,t4767,n35,n4768,0,1
9534,t4767,n1118,n4768,0,1
9535,t4768,n549,n4769,0,1
9536,t4768,n1980,n4769,0,1
9537,t4769,n2292,n4770,0,1
9538,t4769,n916,n4770,0,1
9539,t4770,n914,n4771,0,1
9540,t4770,n2374,n4771,0,1
9541,t4771,n2230,n4772,0,1
9542,t4771,n3872,n4772,0,1
9543,t4772,n2193,n4773,0,1
9544,t4772,n2142,n4773,0,1
9545,t4773,n4420,n4774,0,1
9546,t4773,n2463,n4774,0,1
9547,t4774,n43,n4775,0,1
9548,t4774,n4743,n4775,0,1
9549,t4775,n1889,n4776,0,1
9550,t4775,n2331,n4776,0,1
9551,t4776,n2193,n4777,0,1
9552,t4776,n3699,n4777,0,1
9553,t4777,n3972,n4778,0,1
9554,t4777,n1140,n4778,0,1
9555,t4778,n397,n4779,0,1
9556,t4778,n209,n4779,0,1
9557,t4779,n657,n4780,0,1
9558,t4779,n3715,n4780,0,1
9559,t4780,n4024,n4781,0,1
9560,t4780,n4372,n4781,0,1
9561,t4781,n1515,n4782,0,1
9562,t4781,n46,n4782,0,1
9563,t4782,n1333,n4783,0,1
9564,t4782,n110,n4783,0,1
9565,t4783,n111,n4784,0,1
9566,t4783,n2313,n4784,0,1
9567,t4784,n272,n4785,0,1
9568,t4784,n83,n4785,0,1
9569,t4785,n2975,n4786,0,1
9570,t4785,n1006,n4786,0,1
9571,t4786,n2438,n4787,0,1
9572,t4786,n18,n4787,0,1
9573,t4787,n1901,n4788,0,1
9574,t4787,n3,n4788,0,1
9575,t4788,n3060,n4789,0,1
9576,t4788,n170,n4789,0,1
9577,t4789,n73,n4790,0,1
9578,t4789,n7,n4790,0,1
9579,t4790,n2371,n4791,0,1
9580,t4790,n4386,n4791,0,1
9581,t4791,n1559,n4792,0,1
9582,t4791,n206,n4792,0,1
9583,t4792,n1420,n4793,0,1
9584,t4792,n51,n4793,0,1
9585,t4793,n3,n4794,0,1
9586,t4793,n2501,n4794,0,1
9587,t4794,n1405,n4795,0,1
9588,t4794,n3869,n4795,0,1
9589,t4795,n57,n4796,0,1
9590,t4795,n515,n4796,0,1
9591,t4796,n57,n4797,0,1
9592,t4796,n398,n4797,0,1
9593,t4797,n4773,n4798,0,1
9594,t4797,n4640,n4798,0,1
9595,t4798,n20,n4799,0,1
9596,t4798,n119,n4799,0,1
9597,t4799,n1781,n4800,0,1
9598,t4799,n18,n4800,0,1
9599,t4800,n2109,n4801,0,1
9600,t4800,n1850,n4801,0,1
9601,t4801,n4462,n4802,0,1
9602,t4801,n3,n4802,0,1
9603,t4802,n3931,n4803,0,1
9604,t4802,n7,n4803,0,1
9605,t4803,n29,n4804,0,1
9606,t4803,n2728,n4804,0,1
9607,t4804,n241,n4805,0,1
9608,t4804,n1328,n4805,0,1
9609,t4805,n218,n4806,0,1
9610,t4805,n1659,n4806,0,1
9611,t4806,n171,n4807,0,1
9612,t4806,n3501,n4807,0,1
9613,t4807,n194,n4808,0,1
9614,t4807,n436,n4808,0,1
9615,t4808,n352,n4809,0,1
9616,t4808,n1260,n4809,0,1
9617,t4809,n3,n4810,0,1
9618,t4809,n93,n4810,0,1
9619,t4810,n2954,n4811,0,1
9620,t4810,n13,n4811,0,1
9621,t4811,n3019,n4812,0,1
9622,t4811,n567,n4812,0,1
9623,t4812,n1016,n4813,0,1
9624,t4812,n3184,n4813,0,1
9625,t4813,n1278,n4814,0,1
9626,t4813,n345,n4814,0,1
9627,t4814,n57,n4815,0,1
9628,t4814,n246,n4815,0,1
9629,t4815,n83,n4816,0,1
9630,t4815,n328,n4816,0,1
9631,t4816,n330,n4817,0,1
9632,t4816,n2017,n4817,0,1
9633,t4817,n1958,n4818,0,1
9634,t4817,n510,n4818,0,1
9635,t4818,n961,n4819,0,1
9636,t4818,n4244,n4819,0,1
9637,t4819,n1338,n4820,0,1
9638,t4819,n2986,n4820,0,1
9639,t4820,n2940,n4821,0,1
9640,t4820,n2489,n4821,0,1
9641,t4821,n29,n4822,0,1
9642,t4821,n1728,n4822,0,1
9643,t4822,n184,n4823,0,1
9644,t4822,n4220,n4823,0,1
9645,t4823,n866,n4824,0,1
9646,t4823,n3073,n4824,0,1
9647,t4824,n463,n4825,0,1
9648,t4824,n15,n4825,0,1
9649,t4825,n2,n4826,0,1
9650,t4825,n134,n4826,0,1
9651,t4826,n2,n4827,0,1
9652,t4826,n3,n4827,0,1
9653,t4827,n699,n4828,0,1
9654,t4827,n2746,n4828,0,1
9655,t4828,n1166,n4829,0,1
9656,t4828,n328,n4829,0,1
9657,t4829,n9,n4830,0,1
9658,t4829,n1354,n4830,0,1
9659,t4830,n318,n4831,0,1
9660,t4830,n272,n4831,0,1
9661,t4831,n121,n4832,0,1
9662,t4831,n3,n4832,0,1
9663,t4832,n3177,n4833,0,1
9664,t4832,n54,n4833,0,1
9665,t4833,n7,n4834,0,1
9666,t4833,n3179,n4834,0,1
9667,t4834,n1769,n4835,0,1
9668,t4834,n35,n4835,0,1
9669,t4835,n3084,n4836,0,1
9670,t4835,n1169,n4836,0,1
9671,t4836,n18,n4837,0,1
9672,t4836,n2015,n4837,0,1
9673,t4837,n1233,n4838,0,1
9674,t4837,n3130,n4838,0,1
9675,t4838,n2019,n4839,0,1
9676,t4838,n27,n4839,0,1
9677,t4839,n82,n4840,0,1
9678,t4839,n48,n4840,0,1
9679,t4840,n3,n4841,0,1
9680,t4840,n4684,n4841,0,1
9681,t4841,n276,n4842,0,1
9682,t4841,n4095,n4842,0,1
9683,t4842,n1117,n4843,0,1
9684,t4842,n2,n4843,0,1
9685,t4843,n2052,n4844,0,1
9686,t4843,n2985,n4844,0,1
9687,t4844,n4743,n4845,0,1
9688,t4844,n2152,n4845,0,1
9689,t4845,n2065,n4846,0,1
9690,t4845,n2395,n4846,0,1
9691,t4846,n2,n4847,0,1
9692,t4846,n57,n4847,0,1
9693,t4847,n544,n4848,0,1
9694,t4847,n3621,n4848,0,1
9695,t4848,n661,n4849,0,1
9696,t4848,n4386,n4849,0,1
9697,t4849,n2,n4850,0,1
9698,t4849,n1324,n4850,0,1
9699,t4850,n1005,n4851,0,1
9700,t4850,n13,n4851,0,1
9701,t4851,n119,n4852,0,1
9702,t4851,n4743,n4852,0,1
9703,t4852,n243,n4853,0,1
9704,t4852,n7,n4853,0,1
9705,t4853,n4628,n4854,0,1
9706,t4853,n4203,n4854,0,1
9707,t4854,n7,n4855,0,1
9708,t4854,n3788,n4855,0,1
9709,t4855,n3233,n4856,0,1
9710,t4855,n1589,n4856,0,1
9711,t4856,n9,n4857,0,1
9712,t4856,n1652,n4857,0,1
9713,t4857,n29,n4858,0,1
9714,t4857,n673,n4858,0,1
9715,t4858,n1685,n4859,0,1
9716,t4858,n361,n4859,0,1
9717,t4859,n35,n4860,0,1
9718,t4859,n494,n4860,0,1
9719,t4860,n3061,n4861,0,1
9720,t4860,n620,n4861,0,1
9721,t4861,n1497,n4862,0,1
9722,t4861,n99,n4862,0,1
9723,t4862,n801,n4863,0,1
9724,t4862,n47,n4863,0,1
9725,t4863,n2858,n4864,0,1
9726,t4863,n4821,n4864,0,1
9727,t4864,n57,n4865,0,1
9728,t4864,n329,n4865,0,1
9729,t4865,n170,n4866,0,1
9730,t4865,n448,n4866,0,1
9731,t4866,n34,n4867,0,1
9732,t4866,n283,n4867,0,1
9733,t4867,n83,n4868,0,1
9734,t4867,n582,n4868,0,1
9735,t4868,n1121,n4869,0,1
9736,t4868,n1854,n4869,0,1
9737,t4869,n4020,n4870,0,1
9738,t4869,n35,n4870,0,1
9739,t4870,n820,n4871,0,1
9740,t4870,n582,n4871,0,1
9741,t4871,n29,n4872,0,1
9742,t4871,n13,n4872,0,1
9743,t4872,n4569,n4873,0,1
9744,t4872,n110,n4873,0,1
9745,t4873,n1583,n4874,0,1
9746,t4873,n1305,n4874,0,1
9747,t4874,n20,n4875,0,1
9748,t4874,n908,n4875,0,1
9749,t4875,n18,n4876,0,1
9750,t4875,n3,n4876,0,1
9751,t4876,n629,n4877,0,1
9752,t4876,n1121,n4877,0,1
9753,t4877,n2674,n4878,0,1
9754,t4877,n4420,n4878,0,1
9755,t4878,n697,n4879,0,1
9756,t4878,n499,n4879,0,1
9757,t4879,n3033,n4880,0,1
9758,t4879,n3184,n4880,0,1
9759,t4880,n15,n4881,0,1
9760,t4880,n3863,n4881,0,1
9761,t4881,n834,n4882,0,1
9762,t4881,n2,n4882,0,1
9763,t4882,n1830,n4883,0,1
9764,t4882,n2507,n4883,0,1
9765,t4883,n7,n4884,0,1
9766,t4883,n1344,n4884,0,1
9767,t4884,n2784,n4885,0,1
9768,t4884,n7,n4885,0,1
9769,t4885,n2194,n4886,0,1
9770,t4885,n1339,n4886,0,1
9771,t4886,n35,n4887,0,1
9772,t4886,n1933,n4887,0,1
9773,t4887,n1189,n4888,0,1
9774,t4887,n2438,n4888,0,1
9775,t4888,n518,n4889,0,1
9776,t4888,n4171,n4889,0,1
9777,t4889,n26,n4890,0,1
9778,t4889,n2513,n4890,0,1
9779,t4890,n771,n4891,0,1
9780,t4890,n4233,n4891,0,1
9781,t4891,n2118,n4892,0,1
9782,t4891,n3646,n4892,0,1
9783,t4892,n3259,n4893,0,1
9784,t4892,n1238,n4893,0,1
9785,t4893,n3,n4894,0,1
9786,t4893,n881,n4894,0,1
9787,t4894,n2769,n4895,0,1
9788,t4894,n3077,n4895,0,1
9789,t4895,n674,n4896,0,1
9790,t4895,n2275,n4896,0,1
9791,t4896,n2826,n4897,0,1
9792,t4896,n2124,n4897,0,1
9793,t4897,n327,n4898,0,1
9794,t4897,n3155,n4898,0,1
9795,t4898,n3863,n4899,0,1
9796,t4898,n1073,n4899,0,1
9797,t4899,n51,n4900,0,1
9798,t4899,n1793,n4900,0,1
9799,t4900,n4561,n4901,0,1
9800,t4900,n272,n4901,0,1
9801,t4901,n2811,n4902,0,1
9802,t4901,n1060,n4902,0,1
9803,t4902,n2520,n4903,0,1
9804,t4902,n74,n4903,0,1
9805,t4903,n1433,n4904,0,1
9806,t4903,n277,n4904,0,1
9807,t4904,n1266,n4905,0,1
9808,t4904,n3165,n4905,0,1
9809,t4905,n206,n4906,0,1
9810,t4905,n238,n4906,0,1
9811,t4906,n534,n4907,0,1
9812,t4906,n7,n4907,0,1
9813,t4907,n459,n4908,0,1
9814,t4907,n302,n4908,0,1
9815,t4908,n575,n4909,0,1
9816,t4908,n1165,n4909,0,1
9817,t4909,n361,n4910,0,1
9818,t4909,n947,n4910,0,1
9819,t4910,n35,n4911,0,1
9820,t4910,n13,n4911,0,1
9821,t4911,n7,n4912,0,1
9822,t4911,n1839,n4912,0,1
9823,t4912,n3572,n4913,0,1
9824,t4912,n173,n4913,0,1
9825,t4913,n2118,n4914,0,1
9826,t4913,n237,n4914,0,1
9827,t4914,n47,n4915,0,1
9828,t4914,n4653,n4915,0,1
9829,t4915,n600,n4916,0,1
9830,t4915,n9,n4916,0,1
9831,t4916,n2188,n4917,0,1
9832,t4916,n2294,n4917,0,1
9833,t4917,n110,n4918,0,1
9834,t4917,n307,n4918,0,1
9835,t4918,n15,n4919,0,1
9836,t4918,n1169,n4919,0,1
9837,t4919,n1704,n4920,0,1
9838,t4919,n3237,n4920,0,1
9839,t4920,n514,n4921,0,1
9840,t4920,n470,n4921,0,1
9841,t4921,n7,n4922,0,1
9842,t4921,n3455,n4922,0,1
9843,t4922,n328,n4923,0,1
9844,t4922,n483,n4923,0,1
9845,t4923,n3250,n4924,0,1
9846,t4923,n4220,n4924,0,1
9847,t4924,n299,n4925,0,1
9848,t4924,n546,n4925,0,1
9849,t4925,n2201,n4926,0,1
9850,t4925,n2172,n4926,0,1
9851,t4926,n2924,n4927,0,1
9852,t4926,n1830,n4927,0,1
9853,t4927,n224,n4928,0,1
9854,t4927,n18,n4928,0,1
9855,t4928,n46,n4929,0,1
9856,t4928,n1493,n4929,0,1
9857,t4929,n3455,n4930,0,1
9858,t4929,n3,n4930,0,1
9859,t4930,n16,n4931,0,1
9860,t4930,n861,n4931,0,1
9861,t4931,n3,n4932,0,1
9862,t4931,n3814,n4932,0,1
9863,t4932,n3547,n4933,0,1
9864,t4932,n3,n4933,0,1
9865,t4933,n3611,n4934,0,1
9866,t4933,n265,n4934,0,1
9867,t4934,n2263,n4935,0,1
9868,t4934,n885,n4935,0,1
9869,t4935,n20,n4936,0,1
9870,t4935,n2498,n4936,0,1
9871,t4936,n3115,n4937,0,1
9872,t4936,n225,n4937,0,1
9873,t4937,n3117,n4938,0,1
9874,t4937,n462,n4938,0,1
9875,t4938,n4629,n4939,0,1
9876,t4938,n2229,n4939,0,1
9877,t4939,n35,n4940,0,1
9878,t4939,n4451,n4940,0,1
9879,t4940,n1101,n4941,0,1
9880,t4940,n644,n4941,0,1
9881,t4941,n43,n4942,0,1
9882,t4941,n1266,n4942,0,1
9883,t4942,n9,n4943,0,1
9884,t4942,n449,n4943,0,1
9885,t4943,n2945,n4944,0,1
9886,t4943,n74,n4944,0,1
9887,t4944,n1928,n4945,0,1
9888,t4944,n1796,n4945,0,1
9889,t4945,n20,n4946,0,1
9890,t4945,n1645,n4946,0,1
9891,t4946,n46,n4947,0,1
9892,t4946,n497,n4947,0,1
9893,t4947,n1881,n4948,0,1
9894,t4947,n18,n4948,0,1
9895,t4948,n3295,n4949,0,1
9896,t4948,n3163,n4949,0,1
9897,t4949,n359,n4950,0,1
9898,t4949,n3397,n4950,0,1
9899,t4950,n873,n4951,0,1
9900,t4950,n697,n4951,0,1
9901,t4951,n1768,n4952,0,1
9902,t4951,n1789,n4952,0,1
9903,t4952,n7,n4953,0,1
9904,t4952,n123,n4953,0,1
9905,t4953,n4283,n4954,0,1
9906,t4953,n35,n4954,0,1
9907,t4954,n2956,n4955,0,1
9908,t4954,n3256,n4955,0,1
9909,t4955,n3617,n4956,0,1
9910,t4955,n2945,n4956,0,1
9911,t4956,n1616,n4957,0,1
9912,t4956,n2814,n4957,0,1
9913,t4957,n3033,n4958,0,1
9914,t4957,n111,n4958,0,1
9915,t4958,n428,n4959,0,1
9916,t4958,n206,n4959,0,1
9917,t4959,n4659,n4960,0,1
9918,t4959,n111,n4960,0,1
9919,t4960,n915,n4961,0,1
9920,t4960,n1193,n4961,0,1
9921,t4961,n345,n4962,0,1
9922,t4961,n87,n4962,0,1
9923,t4962,n307,n4963,0,1
9924,t4962,n96,n4963,0,1
9925,t4963,n691,n4964,0,1
9926,t4963,n2,n4964,0,1
9927,t4964,n1272,n4965,0,1
9928,t4964,n2,n4965,0,1
9929,t4965,n4396,n4966,0,1
9930,t4965,n156,n4966,0,1
9931,t4966,n2255,n4967,0,1
9932,t4966,n328,n4967,0,1
9933,t4967,n4289,n4968,0,1
9934,t4967,n20,n4968,0,1
9935,t4968,n111,n4969,0,1
9936,t4968,n4631,n4969,0,1
9937,t4969,n1354,n4970,0,1
9938,t4969,n3641,n4970,0,1
9939,t4970,n83,n4971,0,1
9940,t4970,n614,n4971,0,1
9941,t4971,n101,n4972,0,1
9942,t4971,n820,n4972,0,1
9943,t4972,n3019,n4973,0,1
9944,t4972,n1859,n4973,0,1
9945,t4973,n3,n4974,0,1
9946,t4973,n4080,n4974,0,1
9947,t4974,n27,n4975,0,1
9948,t4974,n843,n4975,0,1
9949,t4975,n2282,n4976,0,1
9950,t4975,n3202,n4976,0,1
9951,t4976,n1406,n4977,0,1
9952,t4976,n117,n4977,0,1
9953,t4977,n3328,n4978,0,1
9954,t4977,n225,n4978,0,1
9955,t4978,n152,n4979,0,1
9956,t4978,n2855,n4979,0,1
9957,t4979,n4870,n4980,0,1
9958,t4979,n3611,n4980,0,1
9959,t4980,n3126,n4981,0,1
9960,t4980,n3123,n4981,0,1
9961,t4981,n2158,n4982,0,1
9962,t4981,n4183,n4982,0,1
9963,t4982,n35,n4983,0,1
9964,t4982,n83,n4983,0,1
9965,t4983,n3424,n4984,0,1
9966,t4983,n224,n4984,0,1
9967,t4984,n180,n4985,0,1
9968,t4984,n3096,n4985,0,1
9969,t4985,n371,n4986,0,1
9970,t4985,n2333,n4986,0,1
9971,t4986,n2262,n4987,0,1
9972,t4986,n819,n4987,0,1
9973,t4987,n4742,n4988,0,1
9974,t4987,n2674,n4988,0,1
9975,t4988,n81,n4989,0,1
9976,t4988,n1070,n4989,0,1
9977,t4989,n51,n4990,0,1
9978,t4989,n2,n4990,0,1
9979,t4990,n15,n4991,0,1
9980,t4990,n2227,n4991,0,1
9981,t4991,n470,n4992,0,1
9982,t4991,n1943,n4992,0,1
9983,t4992,n264,n4993,0,1
9984,t4992,n2945,n4993,0,1
9985,t4993,n1475,n4994,0,1
9986,t4993,n3671,n4994,0,1
9987,t4994,n483,n4995,0,1
9988,t4994,n541,n4995,0,1
9989,t4995,n206,n4996,0,1
9990,t4995,n2900,n4996,0,1
9991,t4996,n1333,n4997,0,1
9992,t4996,n4315,n4997,0,1
9993,t4997,n69,n4998,0,1
9994,t4997,n4653,n4998,0,1
9995,t4998,n96,n4999,0,1
9996,t4998,n321,n4999,0,1
9997,t4999,n2323,n5000,0,1
9998,t4999,n46,n5000,0,1
9999,t5000,n567,n5001,0,1
10000,t5000,n4443,n5001,0,1
10001,t5001,n2943,n5002,0,1
10002,t5001,n129,n5002,0,1
10003,t5002,n2,n5003,0,1
10004,t5002,n449,n5003,0,1
10005,t5003,n1795,n5004,0,1
10006,t5003,n3315,n5004,0,1
10007,t5004,n9,n5005,0,1
10008,t5004,n254,n5005,0,1
10009,t5005,n1360,n5006,0,1
10010,t5005,n3,n5006,0,1
10011,t5006,n4628,n5007,0,1
10012,t5006,n2182,n5007,0,1
10013,t5007,n4220,n5008,0,1
10014,t5007,n29,n5008,0,1
10015,t5008,n3,n5009,0,1
10016,t5008,n1056,n5009,0,1
10017,t5009,n13,n5010,0,1
10018,t5009,n7,n5010,0,1
10019,t5010,n1804,n5011,0,1
10020,t5010,n228,n5011,0,1
10021,t5011,n449,n5012,0,1
10022,t5011,n3933,n5012,0,1
10023,t5012,n4116,n5013,0,1
10024,t5012,n51,n5013,0,1
10025,t5013,n83,n5014,0,1
10026,t5013,n449,n5014,0,1
10027,t5014,n3837,n5015,0,1
10028,t5014,n1118,n5015,0,1
10029,t5015,n315,n5016,0,1
10030,t5015,n1010,n5016,0,1
10031,t5016,n2955,n5017,0,1
10032,t5016,n2679,n5017,0,1
10033,t5017,n315,n5018,0,1
10034,t5017,n2491,n5018,0,1
10035,t5018,n15,n5019,0,1
10036,t5018,n2951,n5019,0,1
10037,t5019,n4805,n5020,0,1
10038,t5019,n156,n5020,0,1
10039,t5020,n2368,n5021,0,1
10040,t5020,n4368,n5021,0,1
10041,t5021,n11,n5022,0,1
10042,t5021,n18,n5022,0,1
10043,t5022,n35,n5023,0,1
10044,t5022,n2797,n5023,0,1
10045,t5023,n1312,n5024,0,1
10046,t5023,n15,n5024,0,1
10047,t5024,n1513,n5025,0,1
10048,t5024,n7,n5025,0,1
10049,t5025,n27,n5026,0,1
10050,t5025,n1298,n5026,0,1
10051,t5026,n747,n5027,0,1
10052,t5026,n7,n5027,0,1
10053,t5027,n2024,n5028,0,1
10054,t5027,n35,n5028,0,1
10055,t5028,n2427,n5029,0,1
10056,t5028,n3115,n5029,0,1
10057,t5029,n579,n5030,0,1
10058,t5029,n2744,n5030,0,1
10059,t5030,n3474,n5031,0,1
10060,t5030,n2235,n5031,0,1
10061,t5031,n2689,n5032,0,1
10062,t5031,n29,n5032,0,1
10063,t5032,n1511,n5033,0,1
10064,t5032,n1160,n5033,0,1
10065,t5033,n18,n5034,0,1
10066,t5033,n3504,n5034,0,1
10067,t5034,n3,n5035,0,1
10068,t5034,n757,n5035,0,1
10069,t5035,n1177,n5036,0,1
10070,t5035,n4653,n5036,0,1
10071,t5036,n3805,n5037,0,1
10072,t5036,n1539,n5037,0,1
10073,t5037,n3061,n5038,0,1
10074,t5037,n3,n5038,0,1
10075,t5038,n888,n5039,0,1
10076,t5038,n11,n5039,0,1
10077,t5039,n2184,n5040,0,1
10078,t5039,n9,n5040,0,1
10079,t5040,n691,n5041,0,1
10080,t5040,n345,n5041,0,1
10081,t5041,n1412,n5042,0,1
10082,t5041,n200,n5042,0,1
10083,t5042,n57,n5043,0,1
10084,t5042,n533,n5043,0,1
10085,t5043,n2368,n5044,0,1
10086,t5043,n860,n5044,0,1
10087,t5044,n4237,n5045,0,1
10088,t5044,n2172,n5045,0,1
10089,t5045,n3176,n5046,0,1
10090,t5045,n2067,n5046,0,1
10091,t5046,n2290,n5047,0,1
10092,t5046,n3637,n5047,0,1
10093,t5047,n543,n5048,0,1
10094,t5047,n329,n5048,0,1
10095,t5048,n62,n5049,0,1
10096,t5048,n20,n5049,0,1
10097,t5049,n2440,n5050,0,1
10098,t5049,n2110,n5050,0,1
10099,t5050,n1807,n5051,0,1
10100,t5050,n332,n5051,0,1
10101,t5051,n2368,n5052,0,1
10102,t5051,n2,n5052,0,1
10103,t5052,n1545,n5053,0,1
10104,t5052,n575,n5053,0,1
10105,t5053,n3435,n5054,0,1
10106,t5053,n39,n5054,0,1
10107,t5054,n4127,n5055,0,1
10108,t5054,n3702,n5055,0,1
10109,t5055,n2453,n5056,0,1
10110,t5055,n35,n5056,0,1
10111,t5056,n908,n5057,0,1
10112,t5056,n7,n5057,0,1
10113,t5057,n337,n5058,0,1
10114,t5057,n3527,n5058,0,1
10115,t5058,n4174,n5059,0,1
10116,t5058,n20,n5059,0,1
10117,t5059,n4750,n5060,0,1
10118,t5059,n1295,n5060,0,1
10119,t5060,n7,n5061,0,1
10120,t5060,n1939,n5061,0,1
10121,t5061,n498,n5062,0,1
10122,t5061,n31,n5062,0,1
10123,t5062,n2695,n5063,0,1
10124,t5062,n935,n5063,0,1
10125,t5063,n911,n5064,0,1
10126,t5063,n3863,n5064,0,1
10127,t5064,n27,n5065,0,1
10128,t5064,n4467,n5065,0,1
10129,t5065,n389,n5066,0,1
10130,t5065,n327,n5066,0,1
10131,t5066,n9,n5067,0,1
10132,t5066,n2577,n5067,0,1
10133,t5067,n4636,n5068,0,1
10134,t5067,n1315,n5068,0,1
10135,t5068,n3471,n5069,0,1
10136,t5068,n1623,n5069,0,1
10137,t5069,n2285,n5070,0,1
10138,t5069,n3811,n5070,0,1
10139,t5070,n850,n5071,0,1
10140,t5070,n2,n5071,0,1
10141,t5071,n1714,n5072,0,1
10142,t5071,n332,n5072,0,1
10143,t5072,n8,n5073,0,1
10144,t5072,n166,n5073,0,1
10145,t5073,n170,n5074,0,1
10146,t5073,n4039,n5074,0,1
10147,t5074,n2364,n5075,0,1
10148,t5074,n1628,n5075,0,1
10149,t5075,n1687,n5076,0,1
10150,t5075,n644,n5076,0,1
10151,t5076,n2828,n5077,0,1
10152,t5076,n3822,n5077,0,1
10153,t5077,n29,n5078,0,1
10154,t5077,n4405,n5078,0,1
10155,t5078,n4423,n5079,0,1
10156,t5078,n48,n5079,0,1
10157,t5079,n786,n5080,0,1
10158,t5079,n436,n5080,0,1
10159,t5080,n447,n5081,0,1
10160,t5080,n2425,n5081,0,1
10161,t5081,n272,n5082,0,1
10162,t5081,n7,n5082,0,1
10163,t5082,n1623,n5083,0,1
10164,t5082,n1119,n5083,0,1
10165,t5083,n554,n5084,0,1
10166,t5083,n1370,n5084,0,1
10167,t5084,n3640,n5085,0,1
10168,t5084,n389,n5085,0,1
10169,t5085,n3,n5086,0,1
10170,t5085,n2133,n5086,0,1
10171,t5086,n39,n5087,0,1
10172,t5086,n7,n5087,0,1
10173,t5087,n1812,n5088,0,1
10174,t5087,n517,n5088,0,1
10175,t5088,n3543,n5089,0,1
10176,t5088,n1620,n5089,0,1
10177,t5089,n4692,n5090,0,1
10178,t5089,n243,n5090,0,1
10179,t5090,n2664,n5091,0,1
10180,t5090,n8,n5091,0,1
10181,t5091,n2732,n5092,0,1
10182,t5091,n5034,n5092,0,1
10183,t5092,n7,n5093,0,1
10184,t5092,n3,n5093,0,1
10185,t5093,n59,n5094,0,1
10186,t5093,n4419,n5094,0,1
10187,t5094,n4540,n5095,0,1
10188,t5094,n3,n5095,0,1
10189,t5095,n1532,n5096,0,1
10190,t5095,n48,n5096,0,1
10191,t5096,n1677,n5097,0,1
10192,t5096,n51,n5097,0,1
10193,t5097,n777,n5098,0,1
10194,t5097,n1801,n5098,0,1
10195,t5098,n2354,n5099,0,1
10196,t5098,n636,n5099,0,1
10197,t5099,n4188,n5100,0,1
10198,t5099,n181,n5100,0,1
10199,t5100,n3270,n5101,0,1
10200,t5100,n20,n5101,0,1
10201,t5101,n4151,n5102,0,1
10202,t5101,n27,n5102,0,1
10203,t5102,n57,n5103,0,1
10204,t5102,n337,n5103,0,1
10205,t5103,n3450,n5104,0,1
10206,t5103,n966,n5104,0,1
10207,t5104,n9,n5105,0,1
10208,t5104,n1704,n5105,0,1
10209,t5105,n507,n5106,0,1
10210,t5105,n96,n5106,0,1
10211,t5106,n2,n5107,0,1
10212,t5106,n4014,n5107,0,1
10213,t5107,n237,n5108,0,1
10214,t5107,n93,n5108,0,1
10215,t5108,n811,n5109,0,1
10216,t5108,n59,n5109,0,1
10217,t5109,n1441,n5110,0,1
10218,t5109,n74,n5110,0,1
10219,t5110,n2078,n5111,0,1
10220,t5110,n919,n5111,0,1
10221,t5111,n958,n5112,0,1
10222,t5111,n7,n5112,0,1
10223,t5112,n4450,n5113,0,1
10224,t5112,n1124,n5113,0,1
10225,t5113,n4864,n5114,0,1
10226,t5113,n4953,n5114,0,1
10227,t5114,n7,n5115,0,1
10228,t5114,n1339,n5115,0,1
10229,t5115,n4624,n5116,0,1
10230,t5115,n3233,n5116,0,1
10231,t5116,n57,n5117,0,1
10232,t5116,n20,n5117,0,1
10233,t5117,n2519,n5118,0,1
10234,t5117,n35,n5118,0,1
10235,t5118,n1567,n5119,0,1
10236,t5118,n2468,n5119,0,1
10237,t5119,n1564,n5120,0,1
10238,t5119,n3819,n5120,0,1
10239,t5120,n2803,n5121,0,1
10240,t5120,n29,n5121,0,1
10241,t5121,n3,n5122,0,1
10242,t5121,n1801,n5122,0,1
10243,t5122,n4861,n5123,0,1
10244,t5122,n100,n5123,0,1
10245,t5123,n345,n5124,0,1
10246,t5123,n1429,n5124,0,1
10247,t5124,n762,n5125,0,1
10248,t5124,n2668,n5125,0,1
10249,t5125,n762,n5126,0,1
10250,t5125,n2037,n5126,0,1
10251,t5126,n2202,n5127,0,1
10252,t5126,n3,n5127,0,1
10253,t5127,n471,n5128,0,1
10254,t5127,n220,n5128,0,1
10255,t5128,n911,n5129,0,1
10256,t5128,n13,n5129,0,1
10257,t5129,n2855,n5130,0,1
10258,t5129,n2375,n5130,0,1
10259,t5130,n244,n5131,0,1
10260,t5130,n3812,n5131,0,1
10261,t5131,n57,n5132,0,1
