,t,n_start,n_end,weight,active
931,t466,n375,n467,0,1
932,t466,n3,n467,0,1
933,t467,n19,n468,0,1
934,t467,n31,n468,0,1
935,t468,n272,n469,0,1
936,t468,n85,n469,0,1
937,t469,n102,n470,0,1
938,t469,n161,n470,0,1
939,t470,n352,n471,0,1
940,t470,n83,n471,0,1
941,t471,n19,n472,0,1
942,t471,n25,n472,0,1
943,t472,n351,n473,0,1
944,t472,n257,n473,0,1
945,t473,n78,n474,0,1
946,t473,n199,n474,0,1
947,t474,n104,n475,0,1
948,t474,n295,n475,0,1
949,t475,n356,n476,0,1
950,t475,n320,n476,0,1
951,t476,n141,n477,0,1
952,t476,n63,n477,0,1
953,t477,n144,n478,0,1
954,t477,n42,n478,0,1
955,t478,n454,n479,0,1
956,t478,n34,n479,0,1
957,t479,n351,n480,0,1
958,t479,n257,n480,0,1
959,t480,n259,n481,0,1
960,t480,n74,n481,0,1
961,t481,n142,n482,0,1
962,t481,n7,n482,0,1
963,t482,n11,n483,0,1
964,t482,n402,n483,0,1
965,t483,n15,n484,0,1
966,t483,n283,n484,0,1
967,t484,n25,n485,0,1
968,t484,n119,n485,0,1
969,t485,n253,n486,0,1
970,t485,n10,n486,0,1
971,t486,n40,n487,0,1
972,t486,n81,n487,0,1
973,t487,n1,n488,0,1
974,t487,n191,n488,0,1
975,t488,n254,n489,0,1
976,t488,n276,n489,0,1
977,t489,n213,n490,0,1
978,t489,n374,n490,0,1
979,t490,n150,n491,0,1
980,t490,n407,n491,0,1
981,t491,n10,n492,0,1
982,t491,n451,n492,0,1
983,t492,n28,n493,0,1
984,t492,n67,n493,0,1
985,t493,n353,n494,0,1
986,t493,n42,n494,0,1
987,t494,n243,n495,0,1
988,t494,n113,n495,0,1
989,t495,n52,n496,0,1
990,t495,n199,n496,0,1
991,t496,n54,n497,0,1
992,t496,n4,n497,0,1
993,t497,n73,n498,0,1
994,t497,n149,n498,0,1
995,t498,n26,n499,0,1
996,t498,n315,n499,0,1
997,t499,n139,n500,0,1
998,t499,n43,n500,0,1
